created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_status,text,favorited_by,scopes,display_text_width,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-03-23T23:35:00Z,1639048129407488e3,1639048129407488001,Last time they tried this someone pretended to be Eli Lilly and tanked their stock price by pretending insulin was free https://t.co/sKc26Km8YW,FALSE,119,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1639029459557679e3,1639029459557679104,,,5146,64725,FALSE,FALSE,FALSE,en,,Last time they tried this someone pretended to be Eli Lilly and tanked their stock price by pretending insulin was free https://t.co/sKc26Km8YW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-23T23:19:36Z,1639044253266444300,1639044253266444289,"RT @atrupar: AOC: ""When we talk about progressive values, I can say what my progressive value is. And that is freedom over fascism."" https:…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,2065,0,FALSE,FALSE,NA,en,,"RT @atrupar: AOC: ""When we talk about progressive values, I can say what my progressive value is. And that is freedom over fascism."" https:…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-23T19:24:21Z,1638985050489344e3,1638985050489344003,"RT @SawyerHackett: During debate for the GOP’s book banning bill (“parent’s bill of rights”), @AOC holds up books banned by republican legi…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,1379,0,FALSE,FALSE,NA,en,,"RT @SawyerHackett: During debate for the GOP’s book banning bill (“parent’s bill of rights”), @AOC holds up books banned by republican legi…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-23T19:16:24Z,1638983049042972700,1638983049042972674,RT @atrupar: AOC on the House floor holds up books that she says have been banned thanks to Republican policies https://t.co/NVgrpnqlKj,FALSE,135,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,2356,0,FALSE,FALSE,FALSE,en,,RT @atrupar: AOC on the House floor holds up books that she says have been banned thanks to Republican policies https://t.co/NVgrpnqlKj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-22T23:54:37Z,1638690676379459600,1638690676379459585,"RT @Gothamist: Rep. Alexandria Ocasio-Cortez on Tuesday met with organizers of Stand Up to Violence, a first-of-its-kind program in New Yor…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,387,0,FALSE,FALSE,NA,en,,"RT @Gothamist: Rep. Alexandria Ocasio-Cortez on Tuesday met with organizers of Stand Up to Violence, a first-of-its-kind program in New Yor…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-22T23:54:33Z,1638690661217058800,1638690661217058816,RT @bradhoylman: .@AOC is right: hospital-based violence interruption programs are enormously effective at reducing gun violence in NY comm…,FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1638336278302212e3,1638336278302212097,,,175,0,FALSE,FALSE,NA,en,,RT @bradhoylman: .@AOC is right: hospital-based violence interruption programs are enormously effective at reducing gun violence in NY comm…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-22T23:54:16Z,1638690591004401700,1638690591004401664,RT @KumarRaoNYC: Supporting these types of programs and this messaging is exactly how progressives should respond to both the crisis of gun…,FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,201,0,FALSE,FALSE,NA,en,,RT @KumarRaoNYC: Supporting these types of programs and this messaging is exactly how progressives should respond to both the crisis of gun…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-21T21:49:30Z,1638296802532130800,1638296802532130816,Love it! Congrats on a great and fruitful year @CMCrystalHudson 🤗 https://t.co/kv0sxM4g7f,FALSE,65,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1638203818809729e3,1638203818809729024,,,146,1124,FALSE,FALSE,FALSE,en,,Love it! Congrats on a great and fruitful year @CMCrystalHudson 🤗 https://t.co/kv0sxM4g7f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-11T20:03:27Z,1634646236702691300,1634646236702691331,"How many of the Silicon Valley folks who lobbied Congress + Trump to cause this crisis are willing to admit they were wrong?

I haven’t seen a single one of these guys crying for a bailout take a single ounce of accountability for their actions. It’s honestly shameless.",FALSE,270,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1634643268326629400,1634643268326629376,138203134,138203134,AOC,,,,NA,FALSE,NA,NA,,,2073,18059,FALSE,FALSE,NA,en,,"How many of the Silicon Valley folks who lobbied Congress + Trump to cause this crisis are willing to admit they were wrong?

I haven’t seen a single one of these guys crying for a bailout take a single ounce of accountability for their actions. It’s honestly shameless.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-11T19:51:40Z,1634643268326629400,1634643268326629376,"The regulators were there until SVB lobbied Congress to remove the guardrails that prevent this kind of crisis in the first place.

Warnings were everywhere. SVB, like many gamblers before them, knew what they were doing. Let the FDIC open the books &amp; see what it’s working with. https://t.co/XCoUCitjJK",FALSE,283,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1634414623087550500,1634414623087550464,,,4919,35122,FALSE,FALSE,FALSE,en,,"The regulators were there until SVB lobbied Congress to remove the guardrails that prevent this kind of crisis in the first place.

Warnings were everywhere. SVB, like many gamblers before them, knew what they were doing. Let the FDIC open the books &amp; see what it’s working with. https://t.co/XCoUCitjJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-11T03:24:33Z,1634394853596446700,1634394853596446720,RT @MaxwellFrostFL: You gotta love a good side quest https://t.co/dAOXIe10yw,FALSE,76,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,442,0,FALSE,FALSE,FALSE,en,,RT @MaxwellFrostFL: You gotta love a good side quest https://t.co/dAOXIe10yw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-09T17:41:03Z,1633885625219727400,1633885625219727368,RT @Lawrence: Republicans have tried &amp; failed to give a slang term legal meaning.,FALSE,85,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1633868994292613e3,1633868994292613123,,,1066,0,FALSE,FALSE,NA,en,,RT @Lawrence: Republicans have tried &amp; failed to give a slang term legal meaning.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-09T17:11:00Z,1633878061002408e3,1633878061002407936,"RT @therecount: Rep. @AOC (D-NY) slams House Republicans:

“We’re having a hearing right now, and it’s about what? That the federal governm…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,3010,0,FALSE,FALSE,NA,en,,"RT @therecount: Rep. @AOC (D-NY) slams House Republicans:

“We’re having a hearing right now, and it’s about what? That the federal governm…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-09T17:01:45Z,1633875732576206800,1633875732576206854,"RT @RepAOC: This week the Oversight Committee held 8 hearings — none of which addressed the derailment in East Palestine. Meanwhile, people…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,3057,0,FALSE,FALSE,NA,en,,"RT @RepAOC: This week the Oversight Committee held 8 hearings — none of which addressed the derailment in East Palestine. Meanwhile, people…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-09T16:18:58Z,1633864965982412800,1633864965982412801,"RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…",FALSE,139,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,270,0,FALSE,FALSE,NA,en,,"RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T23:26:33Z,1631798244937195500,1631798244937195522,RT @mannyfidel: surprise! @AOC was right about Amazon's headquarters being a bad idea for nyc. I revisit the very salty media response to h…,FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,1638,0,FALSE,FALSE,NA,en,,RT @mannyfidel: surprise! @AOC was right about Amazon's headquarters being a bad idea for nyc. I revisit the very salty media response to h…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T21:50:18Z,1631774023150362600,1631774023150362624,RT @NRDC: The Biden Administration seems ready to approve a massive new drilling project in Alaska that would pollute as much as 76 coal po…,FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,661,0,FALSE,FALSE,NA,en,,RT @NRDC: The Biden Administration seems ready to approve a massive new drilling project in Alaska that would pollute as much as 76 coal po…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T21:39:47Z,1631771377601527800,1631771377601527811,"RT @genzforchange: 🚨 The Willow Project is the biggest proposed oil extraction project on federal land, emitting more pollution annually th…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,926,0,FALSE,FALSE,NA,en,,"RT @genzforchange: 🚨 The Willow Project is the biggest proposed oil extraction project on federal land, emitting more pollution annually th…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T20:12:58Z,1631749527211311e3,1631749527211311129,"If it’s so “uninvestable,” then why is NYC home to some of the most billionaires in the world?

This is what billionaires do. They leverage their power to gain platforms and spread unsubstantiated claims to push policies that are even more favorable to them than they already are. https://t.co/RdVXesgZZo",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631640808645439500,1631640808645439490,,,4889,45031,FALSE,FALSE,FALSE,en,,"If it’s so “uninvestable,” then why is NYC home to some of the most billionaires in the world?

This is what billionaires do. They leverage their power to gain platforms and spread unsubstantiated claims to push policies that are even more favorable to them than they already are. https://t.co/RdVXesgZZo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T17:35:31Z,1631709902572863500,1631709902572863489,RT @chenderson: This statement is a contradiction. You cannot support DC statehood &amp; home rule AND also endorse Congress overturning a loca…,FALSE,144,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631392285182009300,1631392285182009376,,,607,0,FALSE,FALSE,NA,en,,RT @chenderson: This statement is a contradiction. You cannot support DC statehood &amp; home rule AND also endorse Congress overturning a loca…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T17:30:56Z,1631708752737861600,1631708752737861665,"I know I’ll never get an apology for that time, but it was worth it.

We protected NYers from a scam deal to drain public dollars from schools &amp; infrastructure in exchange for empty promises of “Amazon jobs” w/ 0 guarantees or guardrails. Sadly, cities who took it are suffering.",FALSE,283,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1631706682597179400,1631706682597179405,138203134,138203134,AOC,,,,NA,FALSE,NA,NA,,,926,15574,FALSE,FALSE,NA,en,,"I know I’ll never get an apology for that time, but it was worth it.

We protected NYers from a scam deal to drain public dollars from schools &amp; infrastructure in exchange for empty promises of “Amazon jobs” w/ 0 guarantees or guardrails. Sadly, cities who took it are suffering.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T17:22:43Z,1631706682597179400,1631706682597179405,"When I opposed this Amazon project coming to New York bc it was a scam of public funds, the whole power establishment came after us.

Billboards went up in Times Sq denouncing me. Powerful pols promised revenge. Op-Eds &amp; CEOs insulted my intelligence.

In the end, we were right. https://t.co/F1sNvZcISq",FALSE,283,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631679059569655800,1631679059569655813,,,4852,44085,FALSE,FALSE,FALSE,en,,"When I opposed this Amazon project coming to New York bc it was a scam of public funds, the whole power establishment came after us.

Billboards went up in Times Sq denouncing me. Powerful pols promised revenge. Op-Eds &amp; CEOs insulted my intelligence.

In the end, we were right. https://t.co/F1sNvZcISq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T17:03:33Z,1631701857696350200,1631701857696350210,RT @TweetBenMax: New York City at 6th safest of country's 50 largest cities,FALSE,75,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631660173587628e3,1631660173587628034,,,412,0,FALSE,FALSE,NA,en,,RT @TweetBenMax: New York City at 6th safest of country's 50 largest cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T16:54:14Z,1631699515370504200,1631699515370504193,"RT @MaxKennerly: amazon wanted $3.5 billion in benefits from NY to build this thing they've stopped building

@AOC was right 💅 https://t.co…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631671484291874800,1631671484291874816,,,1344,0,FALSE,FALSE,NA,en,,"RT @MaxKennerly: amazon wanted $3.5 billion in benefits from NY to build this thing they've stopped building

@AOC was right 💅 https://t.co…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T03:51:57Z,1631502645423751200,1631502645423751168,(Also hi 👋🏽 back from a legislative exchange in Japan &amp; South Korea this week and couldn’t use my personal phone!),FALSE,118,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1631502407132672e3,1631502407132672001,138203134,138203134,AOC,,,,NA,FALSE,NA,NA,,,85,3387,FALSE,FALSE,NA,en,,(Also hi 👋🏽 back from a legislative exchange in Japan &amp; South Korea this week and couldn’t use my personal phone!),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-03T03:51:00Z,1631502407132672e3,1631502407132672001,"This ain’t it. DC has a right to govern itself, like any other state or municipality. If the President supports DC statehood, he should govern like it.

Plenty of places pass laws the President may disagree with. He should respect the people’s gov of DC just as he does elsewhere. https://t.co/VXczSp8YPc",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1631392285182009300,1631392285182009376,,,2198,26102,FALSE,FALSE,FALSE,en,,"This ain’t it. DC has a right to govern itself, like any other state or municipality. If the President supports DC statehood, he should govern like it.

Plenty of places pass laws the President may disagree with. He should respect the people’s gov of DC just as he does elsewhere. https://t.co/VXczSp8YPc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-13T03:01:41Z,1624967013817884700,1624967013817884674,Something tells me Jesus would *not* spend millions of dollars on Super Bowl ads to make fascism look benign,FALSE,108,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,25046,241608,FALSE,FALSE,NA,en,,Something tells me Jesus would *not* spend millions of dollars on Super Bowl ads to make fascism look benign,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-13T02:22:51Z,1624957241299198e3,1624957241299197954,Birds of a feather flock together🪶 https://t.co/ppW19alJZX,FALSE,34,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1624951729119961e3,1624951729119961088,,,11022,181521,FALSE,FALSE,FALSE,en,,Birds of a feather flock together🪶 https://t.co/ppW19alJZX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-12T21:40:14Z,1624886117815271400,1624886117815271425,"RT @MorePerfectUS: On February 3, a horrifying railroad accident took place. A Norfolk Southern freight train derailed in East Palestine, O…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,23936,0,FALSE,FALSE,NA,en,,"RT @MorePerfectUS: On February 3, a horrifying railroad accident took place. A Norfolk Southern freight train derailed in East Palestine, O…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-11T00:11:51Z,1.6241994988880159e+18,1624199498888015876,"RT @lizcgoodwin: Rep Anna Paulina Luna said that her father was a “messianic Jew,” which some family members dispute, and that she has Ashk…",FALSE,140,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,NA,NA,,,1508,0,FALSE,FALSE,NA,en,,"RT @lizcgoodwin: Rep Anna Paulina Luna said that her father was a “messianic Jew,” which some family members dispute, and that she has Ashk…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10T22:52:54Z,1624179631476641800,1624179631476641793,"An absolute honor to meet you, @aniellefranco! Obrigada 💕 https://t.co/4pllokHFRy",FALSE,57,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1624134237451436e3,1624134237451436032,,,561,11948,FALSE,FALSE,FALSE,en,,"An absolute honor to meet you, @aniellefranco! Obrigada 💕 https://t.co/4pllokHFRy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10T22:50:58Z,1624179144090067e3,1624179144090066944,@aniellefranco 💕,FALSE,16,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1624134237451436e3,1624134237451436032,80582734,80582734,aniellefranco,,,,NA,FALSE,NA,NA,,,11,938,FALSE,FALSE,NA,qme,,@aniellefranco 💕,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10T22:47:38Z,1624178304109449200,1624178304109449219,@PabloReports @MaxwellFrostFL @JerryMoran @SenatorLujan @SenTuberville @RepBoebert OK I remembered the song! It’s actually not by Rosalía (though I’ve been listening to her as well) - it’s Ki-Ki by Yendry: https://t.co/ElM6m7ziQb,FALSE,229,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1624076772508680200,1624076772508680197,25972839,25972839,PabloReports,,,,NA,FALSE,NA,NA,,,7,95,FALSE,FALSE,FALSE,en,,@PabloReports @MaxwellFrostFL @JerryMoran @SenatorLujan @SenTuberville @RepBoebert OK I remembered the song! It’s actually not by Rosalía (though I’ve been listening to her as well) - it’s Ki-Ki by Yendry: https://t.co/ElM6m7ziQb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-10T21:25:48Z,1624157710823395300,1624157710823395328,@dsa_losangeles From the Bronx to Bahia let’s gooo 🙅🏽‍♀️🙅🏽‍♀️🙅🏽‍♀️,FALSE,66,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1624150712317001700,1624150712317001728,4787172360,4787172360,dsa_losangeles,,,,NA,FALSE,NA,NA,,,36,1006,FALSE,FALSE,NA,en,,@dsa_losangeles From the Bronx to Bahia let’s gooo 🙅🏽‍♀️🙅🏽‍♀️🙅🏽‍♀️,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
