symbol,date,open,high,low,close,volume,adjusted
AMZN,2019-02-27,81.408997,82.0905,80.754997,82.054497,62976000,82.054497
AMZN,2019-02-28,81.762497,82.588501,81.691498,81.991501,60518000,81.991501
AMZN,2019-03-01,82.7565,83.712997,82.550003,83.586502,99498000,83.586502
AMZN,2019-03-04,84.25,85.471497,83.718002,84.808502,123348000,84.808502
AMZN,2019-03-05,85.147499,85.389999,84.4505,84.621498,73630000,84.621498
AMZN,2019-03-06,84.7985,84.887497,83.414001,83.447502,79920000,83.447502
AMZN,2019-03-07,83.3685,83.487503,81.025497,81.297501,99140000,81.297501
AMZN,2019-03-08,80.2005,81.136002,79.328499,81.040001,93340000,81.040001
AMZN,2019-03-11,81.306,83.614502,81.300499,83.530998,77528000,83.530998
AMZN,2019-03-12,83.449997,84.213501,83.049004,83.654999,72290000,83.654999
AMZN,2019-03-13,84.150002,85,83.967499,84.540497,71040000,84.540497
AMZN,2019-03-14,84.559998,85.099998,84.217003,84.310997,58932000,84.310997
AMZN,2019-03-15,85.150002,85.940002,84.656502,85.617996,151018000,85.617996
AMZN,2019-03-18,85.635002,87.5,85.6315,87.107498,108582000,87.107498
AMZN,2019-03-19,87.675499,89.208,87.675499,88.092499,127284000,88.092499
AMZN,2019-03-20,88.497002,89.974998,88.351501,89.863503,125312000,89.863503
AMZN,2019-03-21,89.813004,91.1875,89.363998,90.962997,115356000,90.962997
AMZN,2019-03-22,90.508499,90.948997,88.155502,88.238503,127260000,88.238503
AMZN,2019-03-25,87.889503,89.134003,87.375,88.712997,102076000,88.712997
AMZN,2019-03-26,89.650002,90.288498,88.667999,89.188004,97318000,89.188004
AMZN,2019-03-27,89.206497,89.375,87.283997,88.285004,86496000,88.285004
AMZN,2019-03-28,88.5,88.8965,87.6735,88.670998,60860000,88.670998
AMZN,2019-03-29,89.329002,89.642998,88.831497,89.037498,66416000,89.037498
AMZN,2019-04-01,90.005501,90.783501,89.936501,90.709503,84776000,90.709503
AMZN,2019-04-02,90.551003,91,90.255997,90.698997,68962000,90.698997
AMZN,2019-04-03,91.335999,91.5,90.481003,91.035004,78522000,91.035004
AMZN,2019-04-04,91.032501,91.4375,90.209999,90.943001,72478000,90.943001
AMZN,2019-04-05,91.449997,91.929001,91.259499,91.863998,72810000,91.863998
AMZN,2019-04-08,91.661499,92.510002,91.255501,92.492996,75056000,92.492996
AMZN,2019-04-09,92.274498,92.654503,91.588997,91.792,74288000,91.792
AMZN,2019-04-10,92.050003,92.400002,91.440498,92.366501,59280000,92.366501
AMZN,2019-04-11,92.434998,92.497498,92.015503,92.203499,53096000,92.203499
AMZN,2019-04-12,92.419998,92.574997,92.065002,92.153,62288000,92.153
AMZN,2019-04-15,92.099998,92.342499,90.945,92.2435,74488000,92.2435
AMZN,2019-04-16,92.567497,93.488503,92.400002,93.152,60892000,93.152
AMZN,2019-04-17,93.649498,93.823502,93.022003,93.240997,57870000,93.240997
AMZN,2019-04-18,93.439499,93.541,92.973999,93.084503,54998000,93.084503
AMZN,2019-04-22,92.769997,94.420998,92.281998,94.365501,67476000,94.365501
AMZN,2019-04-23,94.559998,96.462997,94.478996,96.188499,92808000,96.188499
AMZN,2019-04-24,96.25,96.484497,94.907997,95.087502,73516000,95.087502
AMZN,2019-04-25,95.849998,96.122498,95.015503,95.112503,121982000,95.112503
AMZN,2019-04-26,96.449997,97.550003,94.900002,97.531502,168652000,97.531502
AMZN,2019-04-29,97.449997,97.817001,96.704498,96.921501,80426000,96.921501
AMZN,2019-04-30,96.504997,96.7855,95.347504,96.325996,70120000,96.325996
AMZN,2019-05-01,96.654503,97.181999,95.527496,95.575996,62340000,95.575996
AMZN,2019-05-02,95.666496,96.077499,94.093498,95.041,79258000,95.041
AMZN,2019-05-03,97.449997,98.220001,96.800003,98.123001,127632000,98.123001
AMZN,2019-05-06,95.899002,97.949997,95.525002,97.527496,108356000,97.527496
AMZN,2019-05-07,96.999496,97.455002,95.168999,96.050003,118042000,96.050003
AMZN,2019-05-08,95.943497,96.768501,95.5,95.888496,81572000,95.888496
AMZN,2019-05-09,95,95.470001,93.800003,94.9935,106166000,94.9935
AMZN,2019-05-10,94.900002,95.189499,92.800003,94.499001,114360000,94.499001
AMZN,2019-05-13,91.828003,92.327003,90.900002,91.134003,115668000,91.134003
AMZN,2019-05-14,91.974998,92.622002,90.787498,92.005997,92582000,92.005997
AMZN,2019-05-15,91.397499,93.721497,91.150002,93.557503,93852000,93.557503
AMZN,2019-05-16,94.296997,95.875504,94.114502,95.378502,94156000,95.378502
AMZN,2019-05-17,94.652496,95.526497,93.366501,93.449997,94732000,93.449997
AMZN,2019-05-20,92.634499,93.389,91.777,92.948502,75964000,92.948502
AMZN,2019-05-21,93.739502,93.949997,92.300003,92.875999,80102000,92.875999
AMZN,2019-05-22,92.588997,93.574501,92.550003,92.984001,58732000,92.984001
AMZN,2019-05-23,91.829498,92.199997,90.209999,90.774002,88486000,90.774002
AMZN,2019-05-24,91.794502,92.087997,90.892502,91.164001,67394000,91.164001
AMZN,2019-05-28,91.637497,92.463501,91.3675,91.821503,6.4e+07,91.821503
AMZN,2019-05-29,91.155998,91.5,90.376503,90.959503,85580000,90.959503
AMZN,2019-05-30,91.274498,91.473503,90.391502,90.816002,62938000,90.816002
AMZN,2019-05-31,89.500504,89.779503,88.635002,88.753502,92376000,88.753502
AMZN,2019-06-03,88.000504,88.314499,83.599998,84.634499,181974000,84.634499
AMZN,2019-06-04,84.961998,86.541,84.044502,86.477997,113582000,86.477997
AMZN,2019-06-05,87.480003,87.599998,85.762497,86.925003,84796000,86.925003
AMZN,2019-06-06,86.885498,88,86.306503,87.718002,73786000,87.718002
AMZN,2019-06-07,88.184998,90.3125,87.974503,90.2015,96164000,90.2015
AMZN,2019-06-10,91.099998,94.2435,90.900002,93.031502,107420000,93.031502
AMZN,2019-06-11,94.162498,94.684998,92.900002,93.184998,80854000,93.184998
AMZN,2019-06-12,92.698997,93.25,92.219002,92.765999,53566000,92.765999
AMZN,2019-06-13,93.335999,94.154503,93.111,93.514999,55916000,93.514999
AMZN,2019-06-14,93.199997,93.800003,92.949997,93.483498,57024000,93.483498
AMZN,2019-06-17,93.824997,94.7845,93.772499,94.301498,52686000,94.301498
AMZN,2019-06-18,95.067497,96.083504,94.989502,95.068497,77914000,95.068497
AMZN,2019-06-19,95.391998,95.978996,94.623497,95.439499,57906000,95.439499
AMZN,2019-06-20,96.666496,96.760002,95.290001,95.9095,64344000,95.9095
AMZN,2019-06-21,95.805,96.297501,95.378998,95.565002,78672000,95.565002
AMZN,2019-06-24,95.633003,95.843002,95.065002,95.695,45660000,95.695
AMZN,2019-06-25,95.592003,95.819504,93.621002,93.913498,60246000,93.913498
AMZN,2019-06-26,94.624001,95.190002,94.365997,94.891502,48838000,94.891502
AMZN,2019-06-27,95.099998,95.561996,94.902,95.213997,42834000,95.213997
AMZN,2019-06-28,95.455002,95.647003,94.199997,94.681503,60748000,94.681503
AMZN,2019-07-01,96.149002,96.490997,95.733002,96.109497,63842000,96.109497
AMZN,2019-07-02,95.969002,96.739502,95.331497,96.7155,52918000,96.7155
AMZN,2019-07-03,96.794502,97.079498,96.525002,96.949997,33806000,96.949997
AMZN,2019-07-05,96.43,97.294998,96.264999,97.1455,52568000,97.1455
AMZN,2019-07-08,96.706001,97.800003,96.412498,97.615997,57668000,97.615997
AMZN,2019-07-09,97.389999,99.500504,97.174004,99.415001,86914000,99.415001
AMZN,2019-07-10,99.8255,101.247002,99.769997,100.870499,98638000,100.870499
AMZN,2019-07-11,101.280998,101.790001,99.764999,100.053497,86356000,100.053497
AMZN,2019-07-12,100.413498,100.849998,100.193497,100.550003,50186000,100.550003
AMZN,2019-07-15,101.07,101.144997,100.077499,101.0495,59626000,101.0495
AMZN,2019-07-16,100.528999,101.316002,100.060997,100.495003,52364000,100.495003
AMZN,2019-07-17,100.352501,100.599998,99.601501,99.601501,51176000,99.601501
AMZN,2019-07-18,99.000504,99.375,97.577499,98.894997,69738000,98.894997
AMZN,2019-07-19,99.560501,99.800003,98.111504,98.225998,63712000,98.225998
AMZN,2019-07-22,98.556999,99.449997,97.913002,99.281502,5.8e+07,99.281502
AMZN,2019-07-23,99.7995,99.889503,98.656502,99.724503,54070000,99.724503
AMZN,2019-07-24,98.464996,100.065002,98.293503,100.040497,52626000,100.040497
AMZN,2019-07-25,100.050003,100.059998,98.636002,98.691002,82730000,98.691002
AMZN,2019-07-26,97.099998,97.544998,96.225502,97.152496,98542000,97.152496
AMZN,2019-07-29,96.5,96.611504,94.527,95.622498,89864000,95.622498
AMZN,2019-07-30,94.556,95.494499,94.174004,94.926498,58218000,94.926498
AMZN,2019-07-31,94.905502,94.977501,92.472,93.338997,89414000,93.338997
AMZN,2019-08-01,93.585999,94.896004,92.2005,92.765999,94266000,92.765999
AMZN,2019-08-02,92.253502,92.318001,90.401001,91.162003,99124000,91.162003
AMZN,2019-08-05,88.511002,89.433502,87.439003,88.2565,121164000,88.2565
AMZN,2019-08-06,89.611504,89.688499,87.669998,89.391502,101406000,89.391502
AMZN,2019-08-07,88.699501,89.946503,87.849998,89.669998,90538000,89.669998
AMZN,2019-08-08,90.300003,91.712997,89.905502,91.644501,74024000,91.644501
AMZN,2019-08-09,91.447502,91.554497,90.111,90.378998,57596000,90.378998
AMZN,2019-08-12,89.7995,90.049004,88.849998,89.246002,58110000,89.246002
AMZN,2019-08-13,89.150002,91.586998,89,91.217003,79880000,91.217003
AMZN,2019-08-14,89.650497,89.782501,87.861,88.148003,97872000,88.148003
AMZN,2019-08-15,89.099503,89.400002,88.098,88.806,75182000,88.806
AMZN,2019-08-16,89.644501,90.1455,89.227501,89.628502,60360000,89.628502
AMZN,2019-08-19,90.903999,91.300003,90.630501,90.806,56326000,90.806
AMZN,2019-08-20,90.724998,90.841003,89.994003,90.069,38590000,90.069
AMZN,2019-08-21,90.969498,91.478996,90.75,91.177002,40636000,91.177002
AMZN,2019-08-22,91.400002,91.470497,90.004997,90.233002,53070000,90.233002
AMZN,2019-08-23,89.651497,90.245003,87.261497,87.481003,105416000,87.481003
AMZN,2019-08-26,88.345497,88.5,87.175499,88.443497,61600000,88.443497
AMZN,2019-08-27,88.786499,88.970001,87.334,88.091499,60394000,88.091499
AMZN,2019-08-28,87.75,88.392998,87.202499,88.212502,48394000,88.212502
AMZN,2019-08-29,89.150002,89.927498,88.862503,89.32,60302000,89.32
AMZN,2019-08-30,89.874496,89.987,88.2285,88.814499,61174000,88.814499
AMZN,2019-09-03,88.5,90.040001,88.400002,89.491997,70860000,89.491997
AMZN,2019-09-04,90.25,90.3815,89.811501,90.030998,46482000,90.030998
AMZN,2019-09-05,91.097504,92.099998,90.778999,92.036003,66216000,92.036003
AMZN,2019-09-06,91.911003,92.032501,91.32,91.675499,49938000,91.675499
AMZN,2019-09-09,92.050003,92.5,91.230499,91.567497,59990000,91.567497
AMZN,2019-09-10,91.137497,91.290497,90.266998,91.027496,52278000,91.027496
AMZN,2019-09-11,90.607002,91.670998,90.454002,91.149498,48656000,91.149498
AMZN,2019-09-12,91.8815,92.682999,91.713997,92.177498,56470000,92.177498
AMZN,2019-09-13,92.100502,92.306,91.758499,91.967003,39426000,91.967003
AMZN,2019-09-16,91.200996,91.2845,90.010002,90.391998,73510000,90.391998
AMZN,2019-09-17,90.353996,91.199501,90.205002,91.127502,39648000,91.127502
AMZN,2019-09-18,90.851997,91.102997,89.775002,90.873001,50112000,90.873001
AMZN,2019-09-19,91.051003,91.628502,90.894997,91.074997,40630000,91.074997
AMZN,2019-09-20,91.085503,91.531502,89.045998,89.708,106838000,89.708
AMZN,2019-09-23,88.849998,89.635002,88.365997,89.264999,58446000,89.264999
AMZN,2019-09-24,89.530502,89.7855,86.777496,87.080498,92320000,87.080498
AMZN,2019-09-25,87.367996,88.650002,86.150002,88.416496,69864000,88.416496
AMZN,2019-09-26,88.139503,88.168503,86.574997,86.991997,70736000,86.991997
AMZN,2019-09-27,87.400002,87.456001,85.691002,86.272499,78144000,86.272499
AMZN,2019-09-30,86.349503,86.873001,85.460999,86.795502,52894000,86.795502
AMZN,2019-10-01,87.300003,87.779999,86.420502,86.782501,61690000,86.782501
AMZN,2019-10-02,86.387001,86.444504,85.25,85.661499,66022000,85.661499
AMZN,2019-10-03,85.650002,86.25,84.252998,86.221001,69364000,86.221001
AMZN,2019-10-04,86.301003,87.028999,85.961502,86.982498,49438000,86.982498
AMZN,2019-10-07,86.581497,87.391502,86.184998,86.633003,43094000,86.633003
AMZN,2019-10-08,86.124496,86.349998,85.25,85.275497,50840000,85.275497
AMZN,2019-10-09,85.980499,86.497498,85.718002,86.099503,40870000,86.099503
AMZN,2019-10-10,86.262001,86.914497,85.6875,86.013,51504000,86.013
AMZN,2019-10-11,87.146004,87.272499,86.492996,86.596001,65100000,86.596001
AMZN,2019-10-14,86.445503,87.094498,86.099998,86.821503,38204000,86.821503
AMZN,2019-10-15,87.107002,88.822502,87.030998,88.369003,62234000,88.369003
AMZN,2019-10-16,88.666496,89.311996,88.526001,88.871498,55268000,88.871498
AMZN,2019-10-17,89.824501,89.942497,89.100998,89.374001,52948000,89.374001
AMZN,2019-10-18,89.389999,89.698997,87.459999,87.875504,67250000,87.875504
AMZN,2019-10-21,88.483002,89.293999,88.25,89.282997,42608000,89.282997
AMZN,2019-10-22,89.407501,89.488998,88.099998,88.286499,42234000,88.286499
AMZN,2019-10-23,88.065002,88.502502,87.099998,88.108498,42764000,88.108498
AMZN,2019-10-24,88.554497,89.417,88.013496,89.039001,88922000,89.039001
AMZN,2019-10-25,84.877502,88.210503,84.75,88.066498,192528000,88.066498
AMZN,2019-10-28,87.403,88.934998,87.125,88.853996,74178000,88.853996
AMZN,2019-10-29,88.740501,88.849998,87.790497,88.135498,45538000,88.135498
AMZN,2019-10-30,88.012001,89.119003,87.956001,88.999496,48988000,88.999496
AMZN,2019-10-31,88.7995,89.599998,88.573997,88.833,55624000,88.833
AMZN,2019-11-01,89.400497,89.872498,89.260498,89.571999,55808000,89.571999
AMZN,2019-11-04,90.050499,90.752998,90.050499,90.233002,55438000,90.233002
AMZN,2019-11-05,90.458,90.512497,89.699997,90.085503,37710000,90.085503
AMZN,2019-11-06,90.050003,90.125,89.429001,89.788498,40596000,89.788498
AMZN,2019-11-07,90.188004,90.294998,89.174004,89.410004,53022000,89.410004
AMZN,2019-11-08,89.394501,89.494003,88.702003,89.293999,42466000,89.293999
AMZN,2019-11-11,88.900002,89,88.356499,88.582497,38920000,88.582497
AMZN,2019-11-12,88.733002,89.310997,88.595497,88.900002,40752000,88.900002
AMZN,2019-11-13,88.669502,88.75,87.365997,87.655502,59790000,87.655502
AMZN,2019-11-14,87.571503,88.329498,87.477997,87.730003,45296000,87.730003
AMZN,2019-11-15,88.002502,88.084,86.642998,86.974503,78552000,86.974503
AMZN,2019-11-18,86.915001,87.684998,86.135498,87.626503,56790000,87.626503
AMZN,2019-11-19,87.849503,88.033997,87.151497,87.639503,45416000,87.639503
AMZN,2019-11-20,87.457001,88.125999,86.706001,87.276497,55800000,87.276497
AMZN,2019-11-21,87.150002,87.343498,86.517998,86.735497,53258000,86.735497
AMZN,2019-11-22,86.950996,87.321503,86.550003,87.286003,49582000,87.286003
AMZN,2019-11-25,87.662498,88.871002,87.662003,88.692001,69724000,88.692001
AMZN,2019-11-26,88.996002,89.851501,88.917503,89.847,63624000,89.847
AMZN,2019-11-27,90.050003,91.224998,89.865501,90.925499,60512000,90.925499
AMZN,2019-11-29,90.889,91.234497,90.039497,90.040001,38468000,90.040001
AMZN,2019-12-02,90.220001,90.277496,88.134003,89.080002,78512000,89.080002
AMZN,2019-12-03,88,88.643501,87.361504,88.498001,67618000,88.498001
AMZN,2019-12-04,88.7005,89.454498,88.011002,88.0345,53402000,88.0345
AMZN,2019-12-05,88.175003,88.175003,87,87.024002,56476000,87.024002
AMZN,2019-12-06,87.559998,87.720001,87.0065,87.580002,62348000,87.580002
AMZN,2019-12-09,87.532997,88.344498,87.280502,87.475502,48856000,87.475502
AMZN,2019-12-10,87.370003,87.533501,86.75,86.960503,50286000,86.960503
AMZN,2019-12-11,87.083504,87.5,86.7855,87.435997,41952000,87.435997
AMZN,2019-12-12,87.5,88.199997,87.272003,88.016502,61918000,88.016502
AMZN,2019-12-13,88.25,88.449501,87.75,88.046997,54914000,88.046997
AMZN,2019-12-16,88.349998,88.474998,87.852501,88.460503,62904000,88.460503
AMZN,2019-12-17,88.900497,89.599998,88.869499,89.532997,72888000,89.532997
AMZN,2019-12-18,89.750999,89.910004,89.117996,89.2015,67028000,89.2015
AMZN,2019-12-19,89.025002,89.649498,88.703003,89.613998,53056000,89.613998
AMZN,2019-12-20,89.981003,90.148499,89.122498,89.324997,103016000,89.324997
AMZN,2019-12-23,89.413002,89.650002,89.225502,89.650002,42728000,89.650002
AMZN,2019-12-24,89.690498,89.778503,89.378998,89.460503,17626000,89.460503
AMZN,2019-12-26,90.050499,93.523003,89.974998,93.438499,120108000,93.438499
AMZN,2019-12-27,94.146004,95.07,93.300499,93.489998,123732000,93.489998
AMZN,2019-12-30,93.699997,94.199997,92.030998,92.344498,73494000,92.344498
AMZN,2019-12-31,92.099998,92.663002,91.611504,92.391998,50130000,92.391998
AMZN,2020-01-02,93.75,94.900497,93.207497,94.900497,80580000,94.900497
AMZN,2020-01-03,93.224998,94.309998,93.224998,93.748497,75288000,93.748497
AMZN,2020-01-06,93,95.184502,93,95.143997,81236000,95.143997
AMZN,2020-01-07,95.224998,95.694504,94.601997,95.343002,80898000,95.343002
AMZN,2020-01-08,94.902,95.550003,94.321999,94.598503,70160000,94.598503
AMZN,2020-01-09,95.494499,95.890999,94.790001,95.052498,63346000,95.052498
AMZN,2020-01-10,95.268501,95.347,94,94.157997,57074000,94.157997
AMZN,2020-01-13,94.565498,94.900002,94.040001,94.565002,55616000,94.565002
AMZN,2020-01-14,94.293999,94.355499,92.927498,93.472,68818000,93.472
AMZN,2020-01-15,93.612503,93.943001,92.754501,93.100998,57932000,93.100998
AMZN,2020-01-16,94.149498,94.279503,93.301003,93.897003,53190000,93.897003
AMZN,2020-01-17,94.294502,94.332001,92.862503,93.236,79946000,93.236
AMZN,2020-01-21,93.25,94.713501,93,94.599998,74156000,94.599998
AMZN,2020-01-22,94.804497,95.125,94.167,94.373001,64326000,94.373001
AMZN,2020-01-23,94.255501,94.499001,93.638,94.228996,49692000,94.228996
AMZN,2020-01-24,94.568497,94.749496,92.372002,93.082001,75324000,93.082001
AMZN,2020-01-27,91,92.050003,90.766998,91.417,70570000,91.417
AMZN,2020-01-28,92.025002,92.905502,91.500999,92.662498,56160000,92.662498
AMZN,2020-01-29,93.199997,93.737503,92.750999,92.900002,41760000,92.900002
AMZN,2020-01-30,92.900002,93.643501,92.530502,93.533997,126548000,93.533997
AMZN,2020-01-31,102.573502,102.786003,100.113503,100.435997,311346000,100.435997
AMZN,2020-02-03,100.529999,102.425003,100.012497,100.209999,117834000,100.209999
AMZN,2020-02-04,101.494003,102.989998,100.768501,102.483498,105786000,102.483498
AMZN,2020-02-05,103.551003,103.551003,101.599998,101.9935,87524000,101.9935
AMZN,2020-02-06,102.051003,102.815002,101.239998,102.511497,63660000,102.511497
AMZN,2020-02-07,102.099503,104.926498,101.904999,103.963997,101906000,103.963997
AMZN,2020-02-10,104.250504,106.779999,104.248001,106.695503,101124000,106.695503
AMZN,2020-02-11,107.544998,109.297501,106.800003,107.540001,114920000,107.540001
AMZN,2020-02-12,108.160004,109.012497,107.764503,108,66686000,108
AMZN,2020-02-13,107.249496,108.514,107.099998,107.4935,60636000,107.4935
AMZN,2020-02-14,107.783997,107.952003,106.294502,106.7435,52124000,106.7435
AMZN,2020-02-18,106.250999,108.303497,106.205498,107.783501,58912000,107.783501
AMZN,2020-02-19,108.389999,109.254997,108.056,108.511002,51224000,108.511002
AMZN,2020-02-20,108.653503,108.8395,106.372498,107.654999,62626000,107.654999
AMZN,2020-02-21,107.107498,107.227501,104.400002,104.7985,92926000,104.7985
AMZN,2020-02-24,100.158997,101.964996,99.398499,100.4645,130940000,100.4645
AMZN,2020-02-25,101.320999,101.730003,97.920998,98.637001,124382000,98.637001
AMZN,2020-02-26,98.514,100.733498,98.022499,98.9795,104492000,98.9795
AMZN,2020-02-27,96.719002,98.75,94.138,94.214996,162880000,94.214996
AMZN,2020-02-28,90.731499,94.487999,90.556503,94.1875,189620000,94.1875
AMZN,2020-03-02,95.324501,97.725502,93.5,97.697502,135234000,97.697502
AMZN,2020-03-03,98.768501,99.816498,94.404503,95.449501,150690000,95.449501
AMZN,2020-03-04,97.328499,98.900002,96.099998,98.791496,95458000,98.791496
AMZN,2020-03-05,96.650002,98.036003,95.5,96.2015,94964000,96.2015
AMZN,2020-03-06,93.75,95.543503,93.474998,95.054497,105472000,95.054497
AMZN,2020-03-09,88.693001,93.138496,88.064499,90.030502,156264000,90.030502
AMZN,2020-03-10,93.543999,94.713501,90.908501,94.591003,142666000,94.591003
AMZN,2020-03-11,92.892502,93.566002,90.074997,91.042999,112496000,91.042999
AMZN,2020-03-12,86.098999,88.25,83.75,83.830498,226924000,83.830498
AMZN,2020-03-13,87.75,89.315498,84.030998,89.25,176194000,89.25
AMZN,2020-03-16,82.0755,87.972504,81.301498,84.457497,178346000,84.457497
AMZN,2020-03-17,88.773499,92.889,84.461998,90.391998,218342000,90.391998
AMZN,2020-03-18,87.5,92.083,87.25,91.5,192904000,91.5
AMZN,2020-03-19,93,97.25,91.6325,94.046501,207998000,94.046501
AMZN,2020-03-20,96.315498,97.849998,91.036499,92.304497,196358000,92.304497
AMZN,2020-03-23,91.387497,95.970001,90.599998,95.141502,156170000,95.141502
AMZN,2020-03-24,97.574997,97.75,95.016998,97.004997,142942000,97.004997
AMZN,2020-03-25,96.0345,97.513,94.289001,94.292,129582000,94.292
AMZN,2020-03-26,95.099998,97.824501,94.4645,97.774498,124426000,97.774498
AMZN,2020-03-27,96.542999,96.989502,94.996002,95.004997,107758000,95.004997
AMZN,2020-03-30,96.141502,98.681503,95.616997,98.197502,122522000,98.197502
AMZN,2020-03-31,98.217499,99.651001,97.2005,97.486,102472000,97.486
AMZN,2020-04-01,96.648499,97.248001,94.650002,95.385002,82438000,95.385002
AMZN,2020-04-02,95.082001,96.376503,94.5,95.941498,86720000,95.941498
AMZN,2020-04-03,95.557503,96.316498,94.457497,95.329498,72198000,95.329498
AMZN,2020-04-06,96.800003,99.926003,96.500999,99.879501,115464000,99.879501
AMZN,2020-04-07,100.855499,101.786003,99.880997,100.580002,102280000,100.580002
AMZN,2020-04-08,101.050003,102.199997,100.557503,102.150002,79546000,102.150002
AMZN,2020-04-09,102.214996,102.650002,100.883003,102.138,92930000,102.138
AMZN,2020-04-13,102,109,101.900002,108.443497,134334000,108.443497
AMZN,2020-04-14,110.023499,114.599998,109.310501,114.166,161744000,114.166
AMZN,2020-04-15,112.884003,116.668503,112.25,115.384003,137332000,115.384003
AMZN,2020-04-16,117.300003,123.050003,116.75,120.4095,240764000,120.4095
AMZN,2020-04-17,118.616501,120,115.801003,118.75,158600000,118.75
AMZN,2020-04-20,119.497498,122.249001,119.302498,119.680496,115414000,119.680496
AMZN,2020-04-21,120.830498,121.415497,113.983002,116.405998,149534000,116.405998
AMZN,2020-04-22,118.449997,119.699997,117.550003,118.1745,84244000,118.1745
AMZN,2020-04-23,119.999001,121.210999,119.103996,119.972504,101332000,119.972504
AMZN,2020-04-24,120.849998,121.0215,119.099998,120.511002,76498000,120.511002
AMZN,2020-04-27,122.160004,122.244003,118.150002,118.800003,112912000,118.800003
AMZN,2020-04-28,118.605003,118.675003,115.300003,115.704002,105388000,115.704002
AMZN,2020-04-29,116.500504,119.594498,115.5,118.635498,91832000,118.635498
AMZN,2020-04-30,120.991997,123.75,119.800499,123.699997,190692000,123.699997
AMZN,2020-05-01,116.839996,118.122002,112.9095,114.302002,195452000,114.302002
AMZN,2020-05-04,112.819,116.348999,112.819,115.7995,97318000,115.7995
AMZN,2020-05-05,117,117.550003,115.356499,115.889999,64850000,115.889999
AMZN,2020-05-06,116.472,117.872498,116,117.563004,62356000,117.563004
AMZN,2020-05-07,118.738998,118.800003,117.155502,118.380501,67928000,118.380501
AMZN,2020-05-08,118.607002,119.362,117.849998,118.980499,64132000,118.980499
AMZN,2020-05-11,118.735001,120.983498,118.605499,120.449997,65184000,120.449997
AMZN,2020-05-12,120.592499,120.949997,117.75,117.847504,61498000,117.847504
AMZN,2020-05-13,118.339996,120.385002,116.889999,118.396004,95658000,118.396004
AMZN,2020-05-14,118.050499,119.568497,117.6605,119.442497,72962000,119.442497
AMZN,2020-05-15,118.426003,120.550003,117.818497,120.488998,84700000,120.488998
